open_time,open,high,low,close,volume,close_time,quote_asset_volume,nb_trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-01-11 21:16:00,17541.2,17543.0,17538.78,17539.37,69.14346,1673471819999.0,1212809.8149326,2139.0,33.40786,586004.8201963,0.0
2023-01-11 21:17:00,17538.86,17544.67,17536.61,17538.49,145.12654,1673471879999.0,2545559.1078096,3082.0,72.61472,1273704.7343887,0.0
2023-01-11 21:18:00,17538.93,17539.63,17533.98,17534.84,133.30752,1673471939999.0,2337810.5279848,2808.0,47.74493,837328.470592,0.0
2023-01-11 21:19:00,17534.84,17537.77,17529.39,17537.04,126.59955,1673471999999.0,2219601.6581398,3343.0,52.83007,926280.1008461,0.0
2023-01-11 21:20:00,17537.04,17540.0,17533.93,17537.73,141.70726,1673472059999.0,2485161.8892277,3358.0,65.55137,1149605.1366093,0.0
2023-01-11 21:21:00,17537.73,17538.58,17532.25,17532.8,106.08808,1673472119999.0,1860272.790672,2851.0,41.7972,732942.0091675,0.0
2023-01-11 21:22:00,17533.24,17535.12,17531.09,17533.73,95.93976,1673472179999.0,1682131.7301564,2900.0,54.45694,954824.6415039,0.0
2023-01-11 21:23:00,17533.32,17539.55,17532.84,17536.7,106.43181,1673472239999.0,1866467.5234109,2928.0,53.06219,930545.3550245,0.0
2023-01-11 21:24:00,17537.17,17549.44,17536.7,17547.89,243.78498,1673472299999.0,4276985.7600887,4129.0,138.86932,2436328.6464122,0.0
2023-01-11 21:25:00,17547.48,17552.03,17546.81,17549.55,100.75737,1673472359999.0,1768308.3578095,2794.0,51.00899,895224.8063913,0.0
2023-01-11 21:26:00,17549.55,17551.22,17547.53,17550.25,95.9613,1673472419999.0,1684050.8704485,2482.0,60.15405,1055681.7904315,0.0
2023-01-11 21:27:00,17550.35,17551.43,17547.13,17548.42,76.6601,1673472479999.0,1345330.8140175,2439.0,28.35427,497604.7052561,0.0
2023-01-11 21:28:00,17548.42,17554.82,17546.84,17550.48,157.38927,1673472539999.0,2762388.7418049,3610.0,74.08357,1300274.9379859,0.0
2023-01-11 21:29:00,17550.72,17552.87,17548.76,17549.55,111.04942,1673472599999.0,1948980.5081312,2749.0,48.23539,846579.6083022,0.0
2023-01-11 21:30:00,17549.52,17556.46,17548.46,17554.75,203.31169,1673472659999.0,3568776.6329716,3905.0,124.20928,2180289.1246355,0.0
2023-01-11 21:31:00,17554.75,17556.72,17553.17,17555.21,87.37597,1673472719999.0,1533900.4440223,2722.0,38.05956,668149.2009044,0.0
2023-01-11 21:32:00,17555.41,17558.5,17553.3,17553.38,105.10693,1673472779999.0,1845222.2658783,3297.0,50.14817,880407.3115117,0.0
2023-01-11 21:33:00,17553.8,17556.0,17546.65,17547.7,150.1177,1673472839999.0,2634755.9240779,3347.0,61.86324,1085810.3152956,0.0
2023-01-11 21:34:00,17547.7,17554.43,17546.89,17551.28,140.69865,1673472899999.0,2469250.3721481,3677.0,71.76192,1259445.9793509,0.0
2023-01-11 21:35:00,17551.28,17551.91,17548.48,17549.24,110.95885,1673472959999.0,1947320.6718677,3178.0,49.75921,873296.6790492,0.0
2023-01-11 21:36:00,17548.8,17553.12,17546.57,17548.13,156.82277,1673473019999.0,2752175.7380577,3671.0,55.15407,967980.1435393,0.0
2023-01-11 21:37:00,17548.18,17552.84,17546.82,17551.54,154.74029,1673473079999.0,2715737.5857552,3308.0,87.68016,1538799.824538,0.0
2023-01-11 21:38:00,17552.01,17552.71,17549.77,17550.45,58.72266,1673473139999.0,1030653.3046362,2079.0,21.72528,381311.0290028,0.0
2023-01-11 21:39:00,17550.13,17551.08,17547.66,17548.38,55.75545,1673473199999.0,978462.2528464,2068.0,22.88314,401581.4106618,0.0
2023-01-11 21:40:00,17548.38,17549.33,17547.31,17548.47,78.27794,1673473259999.0,1373636.7475267,2251.0,28.48456,499862.7924118,0.0
2023-01-11 21:41:00,17548.47,17550.83,17546.37,17549.36,110.47386,1673473319999.0,1938683.960127,2456.0,61.64906,1081888.4054591,0.0
2023-01-11 21:42:00,17549.36,17550.64,17548.0,17548.41,62.16305,1673473379999.0,1090903.3607256,1881.0,19.29929,338699.3032057,0.0
2023-01-11 21:43:00,17548.41,17550.78,17545.27,17548.67,204.06312,1673473439999.0,3580901.8283848,3633.0,84.08699,1475608.8937438,0.0
2023-01-11 21:44:00,17549.0,17553.0,17548.6,17551.4,128.46372,1673473499999.0,2254654.5717892,3843.0,62.1491,1090783.829982,0.0
2023-01-11 21:45:00,17550.96,17556.68,17550.07,17552.33,151.08406,1673473559999.0,2652069.9454051,3908.0,71.91001,1262282.866799,0.0
2023-01-11 21:46:00,17552.99,17558.83,17550.73,17558.27,113.07166,1673473619999.0,1984991.5289264,3371.0,58.58097,1028404.1380792,0.0
2023-01-11 21:47:00,17558.27,17564.97,17557.16,17558.35,159.53143,1673473679999.0,2801567.2716022,3474.0,81.44448,1430253.5072839,0.0
2023-01-11 21:48:00,17558.35,17561.82,17558.0,17561.8,55.40456,1673473739999.0,972913.21716,2445.0,33.34241,585506.5837234,0.0
2023-01-11 21:49:00,17561.8,17568.07,17560.72,17567.16,156.83151,1673473799999.0,2754671.7816823,3860.0,80.4402,1412907.1724936,0.0
2023-01-11 21:50:00,17566.75,17567.78,17560.51,17561.27,155.83269,1673473859999.0,2736923.9976773,3624.0,63.06486,1107624.9542934,0.0
2023-01-11 21:51:00,17561.27,17562.15,17556.28,17559.64,148.43004,1673473919999.0,2606349.5934113,3620.0,69.77979,1225314.8312931,0.0
2023-01-11 21:52:00,17559.04,17559.94,17552.4,17552.87,129.888,1673473979999.0,2280342.5318396,2954.0,57.78918,1014570.6439764,0.0
2023-01-11 21:53:00,17552.44,17554.25,17549.94,17553.77,79.72425,1673474039999.0,1399330.9083395,2351.0,44.24717,776648.2601923,0.0
2023-01-11 21:54:00,17553.38,17555.41,17553.03,17553.77,49.82285,1673474099999.0,874595.7595594,1988.0,20.71482,363636.1150915,0.0
2023-01-11 21:55:00,17553.77,17557.4,17552.79,17555.72,95.75074,1673474159999.0,1680913.8346488,2695.0,51.83108,909914.5358214,0.0
2023-01-11 21:56:00,17555.72,17561.95,17554.87,17561.28,137.05547,1673474219999.0,2406430.740507,3325.0,67.20416,1179973.7025317,0.0
2023-01-11 21:57:00,17561.28,17565.0,17559.67,17562.64,147.98854,1673474279999.0,2598980.379775,3450.0,55.28426,970917.6724576,0.0
2023-01-11 21:58:00,17562.64,17564.64,17553.63,17556.91,167.15702,1673474339999.0,2934951.8823135,4009.0,86.11559,1512050.2131791,0.0
2023-01-11 21:59:00,17556.91,17559.91,17554.56,17558.6,181.10248,1673474399999.0,3179682.5003992,3449.0,111.43856,1956620.506681,0.0
2023-01-11 22:00:00,17559.49,17561.79,17556.28,17557.11,172.97596,1673474459999.0,3037281.4894981,4167.0,98.82864,1735357.6567717,0.0
2023-01-11 22:01:00,17557.35,17560.65,17555.06,17558.4,116.49152,1673474519999.0,2045377.9269404,3375.0,66.31627,1164412.1235943,0.0
2023-01-11 22:02:00,17558.4,17570.49,17556.33,17566.08,431.77873,1673474579999.0,7583452.582474,7043.0,254.86685,4476530.6168439,0.0
2023-01-11 22:03:00,17566.08,17597.0,17564.17,17573.36,1345.23694,1673474639999.0,23652331.7924901,17215.0,790.32367,13896537.563992,0.0
2023-01-11 22:04:00,17574.38,17581.31,17557.25,17557.83,397.05911,1673474699999.0,6975643.8146016,7578.0,175.71159,3087054.7047061,0.0
2023-01-11 22:05:00,17558.54,17566.47,17554.32,17558.09,294.36764,1673474759999.0,5169091.7900382,5955.0,125.54357,2204605.671712,0.0
2023-01-11 22:06:00,17558.08,17558.08,17530.82,17537.42,545.33261,1673474819999.0,9566419.0263689,10730.0,212.13017,3721275.5719354,0.0
2023-01-11 22:07:00,17537.42,17547.6,17527.12,17538.14,385.91791,1673474879999.0,6767852.6936732,7828.0,167.24159,2932985.900905,0.0
2023-01-11 22:08:00,17538.27,17545.1,17534.32,17540.84,234.39757,1673474939999.0,4111414.7502466,4916.0,104.70792,1836623.0474361,0.0
2023-01-11 22:09:00,17539.67,17542.32,17531.98,17532.91,254.07914,1673474999999.0,4455740.9440803,7032.0,110.65253,1940510.479625,0.0
2023-01-11 22:10:00,17532.39,17534.94,17515.4,17517.55,418.98251,1673475059999.0,7342937.7391535,7677.0,171.93154,3013318.120561,0.0
2023-01-11 22:11:00,17516.7,17532.49,17515.06,17526.91,304.72772,1673475119999.0,5339828.7432277,6906.0,150.36057,2634808.736225,0.0
2023-01-11 22:12:00,17527.5,17532.0,17523.41,17525.13,172.11259,1673475179999.0,3016787.8063321,3965.0,89.5765,1570133.0598902,0.0
2023-01-11 22:13:00,17525.13,17529.19,17524.39,17528.53,124.4661,1673475239999.0,2181466.4050292,3248.0,67.52787,1183562.6771984,0.0
2023-01-11 22:14:00,17528.53,17533.22,17528.28,17529.66,109.66101,1673475299999.0,1922401.7935082,3119.0,54.24092,950880.2608439,0.0
2023-01-11 22:15:00,17529.66,17533.87,17520.51,17521.32,241.72501,1673475359999.0,4237071.5073657,4691.0,101.97864,1787520.4324991,0.0
2023-01-11 22:16:00,17521.32,17525.84,17514.06,17523.64,178.59062,1673475419999.0,3128836.3978603,4000.0,87.46142,1532317.3800663,0.0
2023-01-11 22:17:00,17523.64,17546.0,17523.3,17544.05,280.62088,1673475479999.0,4921068.6022143,5280.0,181.1001,3175877.7746763,0.0
2023-01-11 22:18:00,17543.54,17547.48,17539.0,17545.79,180.4385,1673475539999.0,3165396.1401408,3917.0,102.97442,1806514.7907956,0.0
2023-01-11 22:19:00,17545.79,17555.63,17545.17,17546.54,244.60203,1673475599999.0,4292779.0872108,5266.0,109.79171,1926909.1508994,0.0
2023-01-11 22:20:00,17546.54,17546.74,17540.5,17543.1,141.1824,1673475659999.0,2476842.8819802,3115.0,57.00018,999994.5898302,0.0
2023-01-11 22:21:00,17543.1,17548.62,17539.3,17539.3,140.37272,1673475719999.0,2462793.282772,3399.0,67.30226,1180849.3420064,0.0
2023-01-11 22:22:00,17539.96,17539.96,17528.55,17531.94,165.23492,1673475779999.0,2897103.9738913,4163.0,67.17876,1177878.2166051,0.0
2023-01-11 22:23:00,17531.93,17540.0,17530.89,17539.03,122.01997,1673475839999.0,2139832.3282852,2893.0,74.47186,1306016.8008164,0.0
2023-01-11 22:24:00,17538.56,17542.77,17535.01,17537.76,119.60447,1673475899999.0,2097745.0794593,2680.0,55.82265,979081.3301088,0.0
2023-01-11 22:25:00,17537.76,17546.78,17537.35,17545.2,134.15017,1673475959999.0,2353390.2203437,2635.0,80.668,1415157.4801191,0.0
2023-01-11 22:26:00,17545.45,17545.97,17543.0,17544.89,59.86631,1673476019999.0,1050329.5338832,1675.0,27.76138,487070.4315269,0.0
2023-01-11 22:27:00,17545.25,17545.84,17541.89,17544.75,71.58532,1673476079999.0,1255902.9191965,1638.0,33.3974,585951.0110918,0.0
2023-01-11 22:28:00,17545.23,17556.65,17544.63,17549.03,220.40948,1673476139999.0,3868453.193825,3407.0,80.30966,1409532.1543297,0.0
2023-01-11 22:29:00,17548.85,17552.99,17548.06,17551.5,121.56034,1673476199999.0,2133430.512181,2726.0,67.52772,1185141.1875907,0.0
2023-01-11 22:30:00,17551.97,17557.69,17550.29,17556.65,179.35794,1673476259999.0,3148577.7527037,4060.0,89.18269,1565571.2338598,0.0
2023-01-11 22:31:00,17556.33,17557.7,17549.0,17552.5,141.8718,1673476319999.0,2490294.1977257,2967.0,50.71321,890166.4127954,0.0
2023-01-11 22:32:00,17552.5,17564.64,17552.2,17562.52,196.03218,1673476379999.0,3442454.8907419,4014.0,101.68112,1785529.0107909,0.0
2023-01-11 22:33:00,17562.9,17563.97,17554.0,17554.81,171.43261,1673476439999.0,3009862.0438392,4092.0,65.87741,1156630.2705698,0.0
2023-01-11 22:34:00,17554.81,17555.92,17549.42,17550.76,129.48694,1673476499999.0,2272914.257059,3390.0,44.8837,787872.6302741,0.0
2023-01-11 22:35:00,17550.16,17558.38,17550.16,17558.09,125.7151,1673476559999.0,2206942.6197525,2774.0,72.84302,1278780.1800618,0.0
2023-01-11 22:36:00,17557.55,17561.1,17556.57,17558.44,136.74631,1673476619999.0,2401130.6967078,2843.0,62.28086,1093624.5077131,0.0
2023-01-11 22:37:00,17558.44,17574.52,17557.8,17573.43,275.07068,1673476679999.0,4831993.5426107,4873.0,160.44815,2818468.6297562,0.0
2023-01-11 22:38:00,17573.42,17578.08,17566.91,17569.37,195.28577,1673476739999.0,3431719.5423032,4573.0,78.30751,1376167.2549472,0.0
2023-01-11 22:39:00,17569.37,17572.67,17567.32,17568.39,102.9481,1673476799999.0,1808826.4137571,2767.0,57.99108,1018933.4518058,0.0
2023-01-11 22:40:00,17568.99,17569.04,17558.5,17559.86,116.71114,1673476859999.0,2049782.6784508,3335.0,36.16861,635225.1238341,0.0
2023-01-11 22:41:00,17559.86,17574.3,17557.73,17572.48,134.91638,1673476919999.0,2369890.8221227,3103.0,71.79789,1261220.9857839,0.0
2023-01-11 22:42:00,17572.48,17578.82,17572.27,17577.68,153.05693,1673476979999.0,2690150.5778403,3505.0,80.61056,1416840.011823,0.0
2023-01-11 22:43:00,17577.68,17585.18,17577.06,17579.68,199.53535,1673477039999.0,3508203.425586,4992.0,109.06147,1917516.0339404,0.0
2023-01-11 22:44:00,17579.68,17586.72,17570.0,17570.93,246.0437,1673477099999.0,4324839.0297618,4724.0,103.37899,1817390.568049,0.0
2023-01-11 22:45:00,17571.46,17576.8,17570.64,17574.99,96.32078,1673477159999.0,1692771.2857373,3191.0,46.87647,823828.5537701,0.0
2023-01-11 22:46:00,17574.41,17577.41,17573.42,17573.94,77.06,1673477219999.0,1354345.7748946,2654.0,33.4887,588579.8601708,0.0
2023-01-11 22:47:00,17573.94,17573.99,17568.47,17572.95,155.76306,1673477279999.0,2736888.5096516,2929.0,53.87543,946648.1665356,0.0
2023-01-11 22:48:00,17572.95,17575.16,17571.79,17574.83,104.35183,1673477339999.0,1833871.0541516,2533.0,58.12253,1021464.0657074,0.0
2023-01-11 22:49:00,17574.83,17586.85,17574.19,17586.29,151.35742,1673477399999.0,2660799.0342797,3438.0,91.97144,1616867.2457848,0.0
2023-01-11 22:50:00,17586.29,17591.66,17580.99,17580.99,231.19485,1673477459999.0,4066302.7341084,4625.0,87.99962,1547846.1553129,0.0
2023-01-11 22:51:00,17580.99,17582.85,17561.01,17562.19,231.12095,1673477519999.0,4061842.0655305,4779.0,79.61557,1399326.0161404,0.0
2023-01-11 22:52:00,17562.19,17563.69,17556.61,17561.5,175.43915,1673477579999.0,3080795.1107949,4118.0,68.68959,1206259.425843,0.0
2023-01-11 22:53:00,17560.98,17562.85,17554.67,17554.8,105.94412,1673477639999.0,1860272.5094256,2950.0,37.66469,661375.0833136,0.0
2023-01-11 22:54:00,17554.8,17562.17,17553.57,17561.79,141.4019,1673477699999.0,2482483.462597,3399.0,76.82449,1348780.3277074,0.0
2023-01-11 22:55:00,17561.41,17577.53,17561.41,17576.76,250.88597,1673477759999.0,4408397.6627849,4875.0,145.58662,2558125.0138523,0.0
2023-01-11 22:56:00,17577.24,17586.9,17572.0,17572.86,157.29448,1673477819999.0,2765407.5491815,3385.0,54.44758,957281.137614,0.0
2023-01-11 22:57:00,17573.23,17573.23,17557.61,17558.78,176.92608,1673477879999.0,3107707.8004566,3604.0,81.40672,1429896.6381637,0.0
2023-01-11 22:58:00,17558.14,17565.94,17555.0,17565.35,115.56834,1673477939999.0,2029390.5215641,3108.0,73.36798,1288347.1983893,0.0
2023-01-11 22:59:00,17565.9,17571.25,17556.3,17556.41,142.84582,1673477999999.0,2509289.0308974,3203.0,42.50967,746783.6354882,0.0
2023-01-11 23:00:00,17556.41,17568.94,17554.78,17568.38,183.14651,1673478059999.0,3216440.3726757,4178.0,95.72902,1681232.001426,0.0
2023-01-11 23:01:00,17568.91,17577.32,17558.37,17559.09,187.21647,1673478119999.0,3289566.6266131,4354.0,74.9911,1317713.1338157,0.0
2023-01-11 23:02:00,17559.09,17578.17,17558.81,17562.7,225.48085,1673478179999.0,3961713.636233,4534.0,108.20659,1901117.9260914,0.0
2023-01-11 23:03:00,17562.2,17577.01,17562.2,17570.64,273.5129,1673478239999.0,4805558.7154278,5137.0,154.4388,2713397.9566741,0.0
2023-01-11 23:04:00,17571.07,17575.02,17562.76,17566.73,272.99516,1673478299999.0,4796216.56807,4786.0,129.93485,2282883.1981667,0.0
2023-01-11 23:05:00,17566.73,17572.84,17565.5,17569.9,140.07343,1673478359999.0,2460999.1249527,3266.0,68.30935,1200173.7791029,0.0
2023-01-11 23:06:00,17570.28,17573.2,17559.34,17566.9,229.31829,1673478419999.0,4028372.9652456,4324.0,111.09489,1951664.7342814,0.0
2023-01-11 23:07:00,17566.65,17574.51,17561.05,17571.85,187.56607,1673478479999.0,3295319.9402666,3911.0,97.75395,1717405.5065581,0.0
2023-01-11 23:08:00,17571.85,17575.41,17567.76,17569.84,168.14259,1673478539999.0,2954491.2120114,3401.0,74.6575,1311886.9931336,0.0
2023-01-11 23:09:00,17570.04,17578.92,17569.52,17570.35,135.30102,1673478599999.0,2377830.7292961,3577.0,70.942,1246804.3637645,0.0
2023-01-11 23:10:00,17570.35,17578.88,17566.23,17568.43,210.81788,1673478659999.0,3704594.3783614,4496.0,111.50777,1959508.0804885,0.0
2023-01-11 23:11:00,17568.89,17573.92,17560.7,17569.08,253.23956,1673478719999.0,4448815.322266,5145.0,124.1177,2180482.5648272,0.0
2023-01-11 23:12:00,17568.21,17570.81,17561.34,17565.67,164.71712,1673478779999.0,2893463.4578107,3913.0,68.44598,1202343.6503436,0.0
2023-01-11 23:13:00,17565.66,17566.0,17556.36,17563.12,221.22455,1673478839999.0,3885091.9815929,4809.0,106.65989,1873148.0056019,0.0
2023-01-11 23:14:00,17563.28,17564.48,17550.87,17552.86,273.82976,1673478899999.0,4807279.6489569,4755.0,130.0792,2283599.3723511,0.0
2023-01-11 23:15:00,17552.86,17565.21,17552.09,17562.23,328.83563,1673478959999.0,5774438.684751,5974.0,168.07677,2951447.5704218,0.0
2023-01-11 23:16:00,17562.77,17573.2,17561.54,17567.9,322.92982,1673479019999.0,5673230.3608074,5961.0,169.04843,2969881.0830903,0.0
2023-01-11 23:17:00,17567.38,17571.31,17562.88,17568.02,168.0083,1673479079999.0,2951364.3107738,3974.0,76.18559,1338354.2422802,0.0
2023-01-11 23:18:00,17567.27,17571.4,17562.88,17569.48,195.94992,1673479139999.0,3442410.1227523,4038.0,91.01036,1598864.070759,0.0
2023-01-11 23:19:00,17569.01,17571.16,17565.87,17566.9,92.97851,1673479199999.0,1633475.2433756,2784.0,41.61875,731182.5489413,0.0
2023-01-11 23:20:00,17566.9,17568.62,17566.06,17567.02,44.3438,1673479259999.0,778993.4166037,2103.0,23.35759,410332.4667299,0.0
2023-01-11 23:21:00,17567.02,17570.43,17563.73,17566.02,128.51023,1673479319999.0,2257464.7554764,2812.0,55.73029,979004.3428133,0.0
2023-01-11 23:22:00,17565.48,17569.7,17563.88,17566.59,177.2077,1673479379999.0,3112896.7540042,3265.0,100.0594,1757705.9211729,0.0
2023-01-11 23:23:00,17566.59,17575.0,17563.14,17570.43,168.22027,1673479439999.0,2955476.9571774,3334.0,78.76646,1383852.030974,0.0
2023-01-11 23:24:00,17570.52,17578.6,17570.05,17574.26,277.24704,1673479499999.0,4872612.7253647,5453.0,142.14233,2498183.8187586,0.0
2023-01-11 23:25:00,17574.32,17580.88,17572.57,17577.89,242.08828,1673479559999.0,4255351.8092577,5485.0,125.96709,2214258.0814933,0.0
2023-01-11 23:26:00,17578.43,17583.45,17575.22,17580.26,152.40968,1673479619999.0,2679250.6608135,4351.0,84.4281,1484212.1758361,0.0
2023-01-11 23:27:00,17580.75,17702.78,17578.96,17672.0,1931.05517,1673479679999.0,34070322.9449154,27052.0,1123.50296,19820478.0046511,0.0
2023-01-11 23:28:00,17673.9,17711.62,17659.71,17660.4,818.7084,1673479739999.0,14477982.3816581,14097.0,430.53453,7613431.8152763,0.0
2023-01-11 23:29:00,17659.71,17663.84,17640.28,17650.07,660.60774,1673479799999.0,11661015.0758495,9670.0,335.32802,5919381.8331227,0.0
2023-01-11 23:30:00,17650.07,17700.34,17649.46,17681.61,702.15017,1673479859999.0,12413638.5333217,11450.0,368.68707,6517756.7322072,0.0
2023-01-11 23:31:00,17681.61,17690.0,17669.16,17686.05,475.48356,1673479919999.0,8406522.0658807,7954.0,244.5258,4323186.2512618,0.0
2023-01-11 23:32:00,17685.04,17785.93,17676.87,17741.47,1371.06191,1673479979999.0,24319679.302811,20839.0,728.02504,12913391.8752149,0.0
2023-01-11 23:33:00,17742.28,17949.15,17733.02,17898.76,2879.83942,1673480039999.0,51457196.6368166,36407.0,1722.35284,30768794.8755782,0.0
2023-01-11 23:34:00,17899.9,17999.0,17894.73,17989.79,1392.94198,1673480099999.0,24996400.1210527,22205.0,735.34648,13196454.4512414,0.0
2023-01-11 23:35:00,17989.79,17991.83,17925.54,17931.98,1229.67545,1673480159999.0,22086992.2675428,17720.0,579.32984,10405616.5681371,0.0
2023-01-11 23:36:00,17933.51,17936.78,17892.43,17899.81,982.28489,1673480219999.0,17594990.3824124,14064.0,501.19511,8977936.3835747,0.0
2023-01-11 23:37:00,17899.92,18000.0,17895.74,17966.88,1309.28484,1673480279999.0,23518385.0355922,21042.0,730.54597,13122996.4051637,0.0
2023-01-11 23:38:00,17964.13,17973.03,17935.02,17946.58,1011.72801,1673480339999.0,18159782.1069125,13281.0,522.85047,9384798.6904087,0.0
2023-01-11 23:39:00,17945.63,17947.32,17886.31,17894.95,1068.25457,1673480399999.0,19134628.1848107,14746.0,548.25154,9819823.4522307,0.0
2023-01-11 23:40:00,17896.23,17899.39,17865.38,17869.95,704.32798,1673480459999.0,12598063.3236704,11409.0,345.84139,6186118.2377465,0.0
2023-01-11 23:41:00,17868.73,17930.0,17862.1,17910.01,843.98488,1673480519999.0,15107225.669361,12515.0,455.70705,8157953.6419265,0.0
2023-01-11 23:42:00,17911.56,17935.54,17907.56,17914.7,473.99199,1673480579999.0,8496385.4342888,8797.0,255.22383,4575044.2084561,0.0
2023-01-11 23:43:00,17914.71,17922.23,17880.55,17887.76,473.38404,1673480639999.0,8476241.3442967,8562.0,224.05187,4011673.1408621,0.0
2023-01-11 23:44:00,17889.0,17911.26,17872.54,17903.4,590.25157,1673480699999.0,10561426.2278204,9102.0,324.00856,5797620.642165,0.0
2023-01-11 23:45:00,17902.18,17919.91,17882.64,17882.64,905.72105,1673480759999.0,16212939.819471,12112.0,420.72882,7531662.8392354,0.0
2023-01-11 23:46:00,17883.15,17902.83,17874.12,17895.5,560.48086,1673480819999.0,10026679.3566676,9473.0,267.81856,4791288.3054625,0.0
2023-01-11 23:47:00,17895.5,17919.9,17893.11,17913.21,526.1313,1673480879999.0,9420858.2751345,8649.0,276.68724,4954452.2266175,0.0
