timestamp;y;y_pred;mae;mape;new_mae;new_smape;moy_5m;std_5m;n_trades_sum_5m;delta_5m;moy_20m;std_20m;n_trades_sum_20m;delta_20m;moy_60m;std_60m;n_trades_sum_60m;delta_60m
1673374020000.0;1332.92;0.0;1332.92;0.0;1332.92;200.0;1332.1875;0.37079868752009953;921.0;-0.8899999999998727;1331.9373684210525;0.3461509321614812;4764.0;-1.0299999999999727;1331.2320338983052;0.7891063904080423;14648.0;-2.0499999999999545
1673374080000.0;1333.22;0.0;1333.22;0.0;1333.22;200.0;1332.5475000000001;0.41072091091959706;898.0;-0.41000000000008185;1331.9973684210524;0.44002325829011485;4788.0;-1.4100000000000819;1331.277288135593;0.8194611991581787;14613.0;-2.009999999999991
1673374140000.0;1332.96;0.0;1332.96;0.0;1332.96;200.0;1332.74;0.39234338701361926;852.0;-0.9200000000000728;1332.0457894736844;0.4966030808231399;4754.0;-1.4600000000000364;1331.3099999999997;0.8490319030600547;14604.0;-2.0399999999999636
1673374200000.0;1332.87;0.0;1332.87;0.0;1332.87;200.0;1332.8899999999999;0.41944407652670185;849.0;0.12999999999988177;1332.128947368421;0.5458825141898604;4767.0;-1.1300000000001091;1331.346949152542;0.8816740625323859;14537.0;-1.8399999999999181
1673374260000.0;1332.79;0.0;1332.79;0.0;1332.79;200.0;1333.0725;0.08616843969807783;739.0;0.19000000000005457;1332.1963157894738;0.5710147937985852;4807.0;-0.9600000000000364;1331.3783050847455;0.9070797260750825;14491.0;-0.8799999999998818
1673374320000.0;1332.96;0.0;1332.96;0.0;1332.96;200.0;1332.9925;0.15129992289053262;896.0;0.5199999999999818;1332.2463157894736;0.5805190256841531;4928.0;-0.9800000000000182;1331.4062711864406;0.9251745376900157;14597.0;-0.9600000000000364
1673374380000.0;1333.16;0.0;1333.16;0.0;1333.16;200.0;1332.91;0.22015146301278804;892.0;0.13000000000010914;1332.2900000000002;0.5794729406010943;4862.0;-0.9699999999997999;1331.4189830508474;0.9374262176304142;14489.0;-1.099999999999909
1673374440000.0;1333.55;0.0;1333.55;0.0;1333.55;200.0;1332.8325;0.13696106502697986;994.0;-0.43000000000006366;1332.3515789473684;0.5743137272518645;4959.0;-1.509999999999991;1331.4388135593222;0.9554599627941572;14451.0;-2.4300000000000637
1673374500000.0;1333.2;0.0;1333.2;0.0;1333.2;200.0;1332.8875;0.23542514733987102;1081.0;-0.4399999999998272;1332.4215789473685;0.5955880675423456;4963.0;-1.4299999999998363;1331.463559322034;0.9824472657811694;14417.0;-2.1599999999998545
1673374560000.0;1333.67;0.0;1333.67;0.0;1333.67;200.0;1332.9625;0.2458149710656147;1115.0;-0.6900000000000546;1332.4942105263158;0.589390606092173;5075.0;-1.9500000000000455;1331.5023728813562;1.0012377494761246;14600.0;-2.619999999999891
1673374620000.0;1333.29;0.0;1333.29;0.0;1333.29;200.0;1333.1825;0.2870975443991398;1231.0;-0.35999999999989996;1332.5926315789472;0.601875237212485;5222.0;-1.8699999999998909;1331.5464406779663;1.033213538552309;14727.0;-2.7799999999999727
1673374680000.0;1333.4;0.0;1333.4;0.0;1333.4;200.0;1333.3674999999998;0.2454078238361481;1183.0;-0.2300000000000182;1332.6973684210525;0.5944824275999436;5243.0;-1.3799999999998818;1331.5915254237289;1.0638751766931298;14821.0;-2.9199999999998454
1673374740000.0;1333.57;0.0;1333.57;0.0;1333.57;200.0;1333.395;0.22898325994128313;1144.0;0.14999999999986358;1332.782105263158;0.5612444401839575;5267.0;-1.5600000000001728;1331.634237288136;1.082382753688425;14799.0;-3.4700000000000273
1673374800000.0;1333.74;0.0;1333.74;0.0;1333.74;200.0;1333.4699999999998;0.12622730819171252;957.0;0.009999999999990905;1332.858947368421;0.5390515821209741;5084.0;-0.6699999999998454;1331.6849152542377;1.094009350148135;14607.0;-3.4099999999998545
1673374860000.0;1334.27;0.0;1334.27;0.0;1334.27;200.0;1333.475;0.1307669683061853;855.0;-0.2799999999999727;1332.9499999999998;0.5022283677106587;4712.0;-1.9299999999998363;1331.746610169492;1.095971636572148;14472.0;-3.1399999999998727
1673374920000.0;1335.18;0.0;1335.18;0.0;1335.18;200.0;1333.4775;0.13400870618479616;1084.0;-1.0299999999999727;1332.9868421052631;0.5243202226754247;4713.0;-2.2000000000000455;1331.8049152542378;1.1021364407702032;14698.0;-4.279999999999973
1673374980000.0;1336.29;0.0;1336.29;0.0;1336.29;200.0;1333.7525;0.46075119822599625;1393.0;-1.2200000000000273;1333.1315789473683;0.5230919098961782;5075.0;-2.2200000000000273;1331.872203389831;1.1391770589826795;14976.0;-3.8199999999999363
1673375040000.0;1336.23;0.0;1336.23;0.0;1336.23;200.0;1334.105;0.6147899370245992;2103.0;-2.310000000000173;1333.2673684210529;0.6045736983405305;5740.0;-3.660000000000082;1331.9510169491527;1.1788403052258571;15475.0;-5.300000000000182
1673375100000.0;1336.58;0.0;1336.58;0.0;1336.58;200.0;1334.69;0.9551265186700607;2259.0;-1.4500000000000455;1333.443157894737;0.8329736065685354;5918.0;-2.7600000000002183;1332.0344067796611;1.2794142937788555;15667.0;-5.650000000000091
1673375160000.0;1336.3;0.0;1336.3;0.0;1336.3;200.0;1335.2575;0.7523906343560696;2279.0;-1.240000000000009;1333.633157894737;0.9535084491356955;6071.0;-3.0499999999999545;1332.123559322034;1.3598894005635345;15914.0;-5.509999999999991
1673375220000.0;1336.01;0.0;1336.01;0.0;1336.01;200.0;1335.6625000000001;0.5731419254135185;1946.0;-0.21000000000003638;1333.7873684210529;1.0926819304672495;6123.0;-2.9500000000000455;1332.2222033898308;1.4294718916277518;15962.0;-5.940000000000055
1673375280000.0;1335.25;0.0;1335.25;0.0;1335.25;200.0;1335.9925;0.11786291472156218;1290.0;0.13000000000010914;1333.9521052631578;1.1982282241681077;6178.0;-2.759999999999991;1332.3172881355936;1.4991754406183986;15986.0;-5.269999999999982
1673375340000.0;1335.29;0.0;1335.29;0.0;1335.29;200.0;1335.9550000000002;0.16663332999934993;1131.0;0.7799999999999727;1334.0884210526317;1.2504944051494284;6200.0;-2.4600000000000364;1332.411525423729;1.5380348114522808;16030.0;-5.259999999999991
1673375400000.0;1336.78;0.0;1336.78;0.0;1336.78;200.0;1335.8000000000002;0.3935310237664708;1054.0;0.16000000000008185;1334.2073684210525;1.2486963962703512;6386.0;-3.3099999999999454;1332.4923728813562;1.5604921184247307;16217.0;-6.110000000000127
1673375460000.0;1337.74;0.0;1337.74;0.0;1337.74;200.0;1335.7800000000002;0.37832966224361203;1186.0;-1.1700000000000728;1334.374210526316;1.2619135196178202;6413.0;-4.060000000000173;1332.5933898305084;1.5896623043790707;16287.0;-6.920000000000073
1673375520000.0;1338.03;0.0;1338.03;0.0;1338.03;200.0;1335.9775;0.6953356503637059;1767.0;-3.5599999999999454;1334.5978947368421;1.3184527082378679;7053.0;-5.589999999999918;1332.7128813559325;1.6454105984237002;16935.0;-9.099999999999909
1673375580000.0;1338.19;0.0;1338.19;0.0;1338.19;200.0;1336.745;1.5474387440756965;2210.0;-2.5699999999999363;1334.912105263158;1.5688692989516528;7416.0;-5.440000000000055;1332.8623728813564;1.7899280846496075;17209.0;-8.670000000000073
1673375640000.0;1337.91;0.0;1337.91;0.0;1337.91;200.0;1337.565;1.3553474339321714;2275.0;-1.7699999999999818;1335.192105263158;1.7177685102978295;7580.0;-5.1400000000001;1333.0120338983052;1.888254785976225;17473.0;-8.490000000000009
1673375700000.0;1339.07;0.0;1339.07;0.0;1339.07;200.0;1338.2475;0.8929119030825945;2144.0;0.8399999999999181;1335.486842105263;1.8164527477463819;7442.0;-4.3900000000001;1333.1615254237288;1.9827887132115352;17449.0;-7.150000000000091
1673375760000.0;1339.46;0.0;1339.46;0.0;1339.46;200.0;1338.5149999999999;0.3695492750184381;1656.0;-0.41000000000008185;1335.72052631579;1.838899047691958;7478.0;-5.620000000000118;1333.2935593220338;2.040702856194971;17508.0;-7.470000000000027
1673375820000.0;1339.22;0.0;1339.22;0.0;1339.22;200.0;1338.5425;0.4033505505967267;1420.0;-0.4199999999998454;1336.0015789473684;1.903731024295591;7653.0;-5.709999999999809;1333.4308474576271;2.142707993473486;17581.0;-7.679999999999836
1673375880000.0;1338.88;0.0;1338.88;0.0;1338.88;200.0;1338.685;0.4929164905606667;1640.0;-1.0299999999999727;1336.3057894736842;1.9148841444196272;8076.0;-5.430000000000064;1333.5603389830508;2.250317959220887;18051.0;-6.869999999999891
